ID,CODE_ETAT,ETAT,CODE_CITY,NOM,NOM_FR,LATITUDE,LONGITUDE,POP1950,POP1955,POP1960,POP1965,POP1970,POP1975,POP1980,POP1985,POP1990,POP1995,POP2000,POP2005,POP2010,POP2015,POP2020,POP2025,POP2030,POP2035,ET2018,ETETR2018,NUNIV2018,ARWU2018,NHCR2018,TINT2016,PMUNESCO,EVP2016,TON2016,PASS2017,HUBINT18,STPOL,COOPREG,GVMOND,PIB2014,PIBHAB14,KBOURS18,GF2016,GF2017,GF2018,GaWC2000,GaWC2012,GaWC2016,GaWC2018
"1049","380",Italy,"21588",Roma (Rome),ROME,41.894742999999998,12.481142000000000,1884.065000000000055,2142.916999999999916,2455.581000000000131,2780.217999999999847,3134.827999999999975,3300.293999999999869,3390.480000000000018,3538.418000000000120,3713.731000000000222,3738.572000000000116,3708.300999999999931,3807.382999999999811,3957.246999999999844,4113.185999999999694,4257.055999999999585,4347.104000000000269,4413.284999999999854,4471.094000000000051,"0","0","0","0","0",7.090000000000000,"3",,,,NON,Capitale,,Organisation des Nations Unies pour l’alimentation et l’agriculture / Programme Alimentaire Mondial,"163243",38025.000000000000000,,"1","3","3",6. BETA,5. BETA+,5. BETA+,4. ALPHA -
"1785","840",United States of America,"23130",San Francisco-Oakland,SAN FRANCISCO,37.759881000000000,-122.437392000000003,1855.207000000000107,2020.903000000000020,2199.844999999999800,2361.400999999999840,2528.927999999999884,2589.878000000000156,2656.367999999999938,2805.184999999999945,2960.885000000000218,3095.242999999999938,3229.902999999999793,3256.108999999999924,3282.534999999999854,3309.175000000000182,3313.702000000000226,3362.706999999999880,3501.485000000000127,3652.199000000000069,"52346","9851","2","3","192",4.410000000000000,"0",2369.641000000000076,,,OUI,,,,"491363",75381.546177511903807,,"10","12","11",3. ALPHA,4. ALPHA -,4. ALPHA -,4. ALPHA -
"183","152",Chile,"20439",Santiago,SANTIAGO,-33.456940000000003,-70.648269999999997,1321.646999999999935,1617.596999999999980,1979.926999999999907,2293.532000000000153,2646.661000000000058,3137.963000000000193,3720.639999999999873,4201.484999999999673,4615.918999999999869,5101.840000000000146,5658.363000000000284,6025.372999999999593,6269.329999999999927,6523.163999999999760,6767.222999999999956,6999.457000000000335,7243.453999999999724,7460.740999999999985,"0","0","0","0","0",,"0",,,,OUI,Capitale,,Commission economique pour l'Amerique latine et les Caraibes (ONU),"171436",23929.000000000000000,250739.600000000005821,"0","0","0",6. BETA,5. BETA+,4. ALPHA -,4. ALPHA -
"138","76",Brazil,"20287",São Paulo,SAO PAULO,-23.547499999999999,-46.636110000000002,2334.038000000000011,3043.827999999999975,3969.759000000000015,5494.149999999999636,7620.489999999999782,9614.015999999999622,12089.453999999999724,13394.815000000000509,14775.840000000000146,15913.472999999999956,17014.078000000001339,18288.133999999998196,19659.808000000000902,20883.045999999998457,22043.027999999998428,22990.007000000001426,23824.223000000001775,24490.135999999998603,"0","0","0","0","0",2.250000000000000,"0",,,,OUI,Capitale regionale,,,"430510",20650.000000000000000,,"4","4","3",3. ALPHA,3. ALPHA,3. ALPHA,3. ALPHA
"1390","410",Republic of Korea,"21758",Seoul,SEOUL,37.568260000000002,126.977829999999997,1021.030999999999949,1552.603000000000065,2361.195999999999913,3452.123000000000047,5311.569000000000415,6807.519000000000233,8244.352000000000771,9333.674000000000888,10517.565000000000509,10255.888999999999214,9879.073000000000320,9822.447000000000116,9796.045000000000073,9896.859000000000378,9963.451999999999316,10025.770000000000437,10163.143000000000029,10285.619000000000597,"49425","6398","2","0","0",12.390000000000001,"1",,,,OUI,Capitale,,,"845906",34355.000000000000000,1413716.500000000000000,"12","12","13",5. BETA+,4. ALPHA -,3. ALPHA,3. ALPHA
"449","156",China,"20656",Shanghai,SHANGHAI,31.222220000000000,121.458060000000003,4288.091000000000349,5712.858000000000175,6865.311999999999898,6428.131000000000313,6052.467999999999847,5658.128999999999905,5927.898000000000138,7096.279999999999745,8605.811999999999898,11072.063000000000102,14246.540999999999258,17055.788000000000466,20314.309000000001106,23482.181000000000495,27058.478999999999360,30482.139999999999418,32869.264999999999418,34341.241999999998370,"0","0","0","0","0",6.380000000000000,"0",37132.000000000000000,647446.000000000000000,"70001237",OUI,Capitale regionale,,Nouvelle banque de developpement (BRICS),"594005",24065.000000000000000,3919420.299999999813735,"9","8","7",4. ALPHA -,2. ALPHA +,2. ALPHA +,2. ALPHA +
"461","156",China,"20667",Shenzhen,SHENZHEN,22.541487000000000,114.063427000000004,3.148000000000000,5.112000000000000,8.302000000000000,13.480000000000000,21.890000000000001,35.546999999999997,58.982999999999997,193.113000000000000,875.000000000000000,2393.746999999999844,6550.413999999999760,8409.066000000000713,10222.915999999999258,11275.390999999999622,12356.819999999999709,13545.444999999999709,14537.252000000000407,15185.480999999999767,"0","0","0","0","0",,"0",23949.000000000000000,189509.000000000000000,,NON,,,,"363228",33731.000000000000000,2405459.500000000000000,"5","6","6",12. SUFFIENCY,7. BETA-,6. BETA,4. ALPHA -
"1490","702",Singapore,"22447",Singapore,SINGAPOUR,1.289670000000000,103.850070000000002,1016.426000000000045,1305.090999999999894,1633.086000000000013,1877.807999999999993,2072.289999999999964,2259.748000000000047,2411.699999999999818,2705.534999999999854,3012.952999999999975,3478.778999999999996,3913.960000000000036,4491.042000000000371,5074.252000000000407,5535.261999999999716,5935.052999999999884,6157.266999999999825,6342.470000000000255,6479.854999999999563,"56465","15810","2","2","68",13.109999999999999,"1",30903.599999999998545,593297.000000000000000,"62220000",OUI,Capitale,,,"365928",66864.000000000000000,687257.199999999953434,"3","3","3",2. ALPHA +,2. ALPHA +,2. ALPHA +,2. ALPHA +
"1538","752",Sweden,"22597",Stockholm,STOCKHOLM,59.332580000000000,18.064900000000002,741.081999999999994,772.181000000000040,804.595000000000027,1002.812000000000012,1095.846999999999980,1014.543000000000006,991.681000000000040,1012.260999999999967,1038.262999999999920,1137.631000000000085,1205.718000000000075,1247.968000000000075,1359.971999999999980,1495.198000000000093,1632.798000000000002,1737.765000000000100,1813.589999999999918,1873.339999999999918,"7898","1501","1","2","0",,"3",,,,OUI,Capitale,,,"142953",56250.000000000000000,1322817.500000000000000,"2","2","1",4. ALPHA -,4. ALPHA -,4. ALPHA -,4. ALPHA -
"50","36",Australia,"206167",Sydney,SYDNEY,-33.867849999999997,151.207320000000010,1689.934999999999945,1905.976000000000113,2134.672999999999774,2390.224000000000160,2892.476999999999862,3117.905999999999949,3252.110999999999876,3432.434999999999945,3631.940000000000055,3819.260000000000218,3779.704000000000178,3874.824999999999818,4165.738999999999578,4544.292999999999665,4925.987000000000080,5248.787999999999556,5566.118000000000393,5875.309000000000196,"84691","30055","2","2","0",,"1",2363.518000000000029,,,OUI,Capitale regionale,,,"223413",46344.000000000000000,1262800.300000000046566,"3","3","2",3. ALPHA,2. ALPHA +,3. ALPHA,2. ALPHA +
"614","158",China (Taiwan Province of China),"895000149",Taibei,TAIPEI,25.047008999999999,121.545680000000004,550.908000000000015,696.346999999999980,880.240000000000009,1112.551999999999907,1406.266000000000076,1777.520999999999958,2246.931999999999789,2497.432999999999993,2737.271000000000186,2703.630999999999858,2642.360999999999876,2636.403999999999996,2653.860999999999876,2685.628000000000156,2721.485000000000127,2779.197999999999865,2843.864999999999782,2889.567000000000007,"0","0","0","0","0",7.350000000000000,"0",,,,NON,Capitale,,,"327295",46102.000000000000000,9684668.500000000000000,"5","5","6",4. ALPHA -,4. ALPHA -,4. ALPHA -,3. ALPHA
"1025","376",Israel,"21549",Tel Aviv-Yafo (Tel Aviv-Jaffa),TEL AVIV,32.080880000000001,34.780569999999997,418.192000000000007,555.578999999999951,738.158000000000015,881.668999999999983,1029.175999999999931,1185.784000000000106,1355.510999999999967,1549.417999999999893,1771.127999999999929,2396.396999999999935,2739.385000000000218,3023.663000000000011,3310.530000000000200,3702.757999999999811,4181.479999999999563,4568.533000000000357,4915.578000000000429,5261.882999999999811,"0","0","0","0","0",0.990000000000000,"1",,,,NON,Capitale,,,"153297",42614.000000000000000,187466.399999999994179,"0","1","0",9. GAMMA,5. BETA+,4. ALPHA -,5. BETA+
"1088","392",Japan,"21671",Tokyo,TOKYO,35.689500000000002,139.691710000000000,11274.640999999999622,13712.679000000000087,16678.820999999999913,20284.370999999999185,23297.503000000000611,26614.733000000000175,28548.511999999998807,30303.794000000001688,32530.003000000000611,33586.572999999996682,34449.908000000003085,35621.544000000001688,36859.625999999996566,37256.108999999996740,37393.129000000000815,37036.203999999997905,36573.798999999999069,36014.029999999998836,"25828","2841","1","1","0",11.150000000000000,"1",4250.646999999999935,256380.000000000000000,"85408975",OUI,Capitale,,Université des Nations Unies,"1616792",43664.000000000000000,5296811.099999999627471,"39","38","39",2. ALPHA +,2. ALPHA +,2. ALPHA +,2. ALPHA +
"173","124",Canada,"20402",Toronto,TORONTO,43.700110000000002,-79.416300000000007,1068.305000000000064,1365.046000000000049,1744.327999999999975,2092.902999999999793,2534.788000000000011,2770.072000000000116,3008.032000000000153,3355.458999999999833,3806.956999999999880,4197.157000000000153,4607.141999999999825,5035.231999999999971,5499.233000000000175,5867.292000000000371,6196.730999999999767,6491.286000000000058,6792.840000000000146,7087.519000000000233,"72202","13718","1","1","28",4.990000000000000,"0",,,,OUI,Capitale regionale,,,"276313",45771.000000000000000,1937902.699999999953434,"7","7","7",3. ALPHA,3. ALPHA,3. ALPHA,3. ALPHA
"1362","616",Poland,"22161",Warszawa (Warsaw),VARSOVIE,52.229770000000002,21.011780000000002,767.860999999999990,941.567999999999984,1119.181000000000040,1211.556000000000040,1300.051999999999907,1443.903999999999996,1565.082000000000107,1596.375000000000000,1628.303000000000111,1651.701999999999998,1666.182999999999993,1683.509999999999991,1702.689000000000078,1740.174999999999955,1783.250999999999976,1800.232999999999947,1800.037000000000035,1802.237000000000080,"0","0","0","1","0",,"1",,,,OUI,Capitale,,,"141096",48681.000000000000000,160482.600000000005821,"0","0","0",5. BETA+,4. ALPHA -,3. ALPHA,3. ALPHA
"52","40",Austria,"20107",Wien (Vienna),VIENNE,48.206443000000000,16.370725000000000,1615.057999999999993,1620.880000000000109,1626.723999999999933,1624.320999999999913,1620.537000000000035,1582.652000000000044,1538.779999999999973,1534.855000000000018,1539.105999999999995,1544.082000000000107,1549.227000000000089,1640.994999999999891,1730.648999999999887,1834.981999999999971,1929.943999999999960,2005.497000000000071,2079.586999999999989,2153.583999999999833,"0","0","0","1","0",6.420000000000000,"2",,,,OUI,Capitale,,Office des Nations Unies / Agence internationale de l’energie atomique,"183712",48546.000000000000000,116802.000000000000000,"1","0","0",5. BETA+,4. ALPHA -,4. ALPHA -,4. ALPHA -
"1810","840",United States of America,"23174",Washington D.C.,WASHINGTON,38.895110000000003,-77.036370000000005,1298.286000000000058,1538.720000000000027,1822.709000000000060,2135.101999999999862,2488.146999999999935,2625.510000000000218,2776.639999999999873,3063.255999999999858,3376.199999999999818,3651.476999999999862,3948.969999999999800,4264.048999999999978,4604.364999999999782,4971.841999999999643,5321.729999999999563,5599.832999999999629,5867.707999999999629,6121.765000000000327,"77575","10486","2","2","212",2.470000000000000,"0",,,,OUI,Capitale,Accord Canada-Etats-Unis-Mexique,Fonds Monétaire Internationale / Banque Mondiale (ONU),"442212",73017.000000000000000,,"6","3","2",5. BETA+,4. ALPHA -,4. ALPHA -,4. ALPHA -
"1543","756",Switzerland,"22606",Zürich (Zurich),ZURICH,47.357849999999999,8.502960000000000,493.648000000000025,514.130999999999972,535.471000000000004,614.123000000000047,710.580000000000041,713.293000000000006,706.765999999999963,836.283999999999992,1005.859000000000037,1071.609999999999900,1128.804000000000087,1191.200000000000045,1257.279999999999973,1327.026000000000067,1395.355999999999995,1455.097999999999956,1514.344000000000051,1573.877999999999929,"44511","12355","2","2","0",,"0",,,,OUI,Capitale regionale,,,"109065",56666.000000000000000,1441160.500000000000000,"8","8","8",4. ALPHA -,4. ALPHA -,4. ALPHA -,3. ALPHA
